Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2
2024,3,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,1583,200.47,DL,0.3876,224.76,SY,0.1276,103.17,-1,,
2024,3,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,1566,198.51,UA,0.3658,219.12,AA,0.2033,180.45,-1,,
2024,3,30466,33570,"Phoenix, AZ","San Diego, CA",304,1555,179.98,WN,0.6390,180.78,F9,0.1147,102.98,-1,,
2024,3,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",406,1553,182.64,DL,0.5736,219.31,F9,0.1261,94.90,-1,,
2024,3,31650,31454,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1533,173.28,DL,0.5932,202.80,SY,0.3155,114.79,-1,,
2024,3,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,1533,188.53,AA,0.6022,241.95,NK,0.3536,96.48,-1,,
2024,3,30466,34614,"Phoenix, AZ","Salt Lake City, UT",507,1527,175.70,WN,0.3710,171.39,F9,0.1599,93.00,-1,,
2024,3,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",375,1527,171.15,DL,0.3667,184.61,NK,0.1346,88.65,-1,,
2024,3,30977,34057,"Chicago, IL","Portland, OR",1751,1512,227.39,UA,0.3657,265.89,NK,0.1018,80.65,-1,,
2024,3,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",998,1499,214.49,WN,0.5016,214.23,NK,0.1200,110.38,-1,,
2024,3,30194,34614,"Dallas/Fort Worth, TX","Salt Lake City, UT",999,1499,203.57,DL,0.4112,202.86,WN,0.1400,188.88,-1,,
2024,3,32467,34492,"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",700,1494,143.11,AA,0.4414,153.53,AA,0.4414,153.53,-1,,
2024,3,30325,31295,"Denver, CO","Detroit, MI",1123,1491,222.69,DL,0.4877,253.31,F9,0.1534,119.14,-1,,
2024,3,31057,30194,"Charlotte, NC","Dallas/Fort Worth, TX",936,1476,234.18,AA,0.7118,268.78,NK,0.1256,102.94,-1,,
2024,3,34614,30559,"Salt Lake City, UT","Seattle, WA",689,1471,222.67,DL,0.4865,239.10,AS,0.4711,207.47,-1,,
2024,3,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",929,1469,226.53,WN,0.3372,196.82,WN,0.3372,196.82,-1,,
2024,3,34057,33570,"Portland, OR","San Diego, CA",933,1468,185.50,AS,0.7465,198.80,NK,0.1180,91.96,-1,,
2024,3,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",929,1463,202.91,AA,0.4742,241.20,NK,0.1090,107.95,-1,,
2024,3,31057,32575,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,1460,304.79,AA,0.6977,344.95,NK,0.1445,124.59,-1,,
2024,3,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",415,1443,168.68,WN,0.6712,164.28,WN,0.6712,164.28,-1,,
2024,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",1342,1440,270.02,WN,0.4696,268.62,WN,0.4696,268.62,-1,,
2024,3,34100,32457,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1435,341.00,AA,0.5977,362.34,AA,0.5977,362.34,-1,,
2024,3,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",601,1421,130.01,NK,0.4559,94.85,NK,0.4559,94.85,-1,,
2024,3,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1414,266.69,AA,0.5120,302.30,B6,0.1525,183.15,-1,,
2024,3,34100,33195,"Philadelphia, PA","Tampa, FL (Metropolitan Area)",920,1382,179.33,AA,0.6162,214.06,F9,0.3165,106.01,-1,,
2024,3,31453,30559,"Houston, TX","Seattle, WA",1894,1373,285.55,UA,0.4468,319.04,AS,0.3911,261.75,-1,,
2024,3,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",1222,1372,181.98,B6,0.6609,168.82,B6,0.6609,168.82,-1,,
2024,3,31295,31453,"Detroit, MI","Houston, TX",1092,1366,194.12,DL,0.3709,232.45,NK,0.3436,100.85,-1,,
2024,3,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",626,1342,198.04,DL,0.4709,219.68,AA,0.2284,169.17,-1,,
2024,3,30977,31714,"Chicago, IL","Fort Myers, FL",1120,1339,194.77,UA,0.3721,221.80,NK,0.1472,106.47,-1,,
2024,3,30325,33195,"Denver, CO","Tampa, FL (Metropolitan Area)",1506,1339,227.41,WN,0.4043,226.08,F9,0.2397,128.67,-1,,
2024,3,31453,30466,"Houston, TX","Phoenix, AZ",1020,1333,190.37,WN,0.4198,179.66,WN,0.4198,179.66,-1,,
2024,3,31454,34492,"Orlando, FL","Raleigh/Durham, NC",534,1331,128.20,DL,0.4126,150.89,F9,0.1457,79.98,-1,,
2024,3,30423,32211,"Austin, TX","Las Vegas, NV",1090,1330,196.30,WN,0.5415,213.83,DL,0.1320,198.19,-1,,
2024,3,30529,31454,"Hartford, CT","Orlando, FL",1050,1329,154.95,B6,0.3561,174.67,F9,0.1839,101.08,-1,,
2024,3,30325,30693,"Denver, CO","Nashville, TN",1014,1326,200.23,WN,0.5577,208.57,F9,0.1347,102.75,-1,,
2024,3,32211,34100,"Las Vegas, NV","Philadelphia, PA",2176,1326,256.78,AA,0.6385,304.99,F9,0.1143,131.23,-1,,
2024,3,31123,30852,"St. Louis, MO","Washington, DC (Metropolitan Area)",738,1315,217.69,WN,0.6695,209.18,AA,0.2179,207.80,-1,,
2024,3,30647,31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",895,1314,136.63,F9,0.3833,91.53,F9,0.3833,91.53,-1,,
2024,3,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,1311,210.69,DL,0.3854,237.72,NK,0.1083,96.80,-1,,
2024,3,30977,33198,"Chicago, IL","Kansas City, MO",405,1296,200.99,WN,0.4981,186.77,WN,0.4981,186.77,-1,,
2024,3,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,1279,224.85,WN,0.5196,237.34,NK,0.2096,116.85,-1,,
2024,3,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",447,1276,164.84,WN,0.5296,157.47,WN,0.5296,157.47,-1,,
2024,3,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",1211,1271,208.17,WN,0.3420,227.78,NK,0.2037,120.57,-1,,
2024,3,30397,31650,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,1269,266.61,DL,0.6596,343.04,NK,0.1906,95.38,-1,,
2024,3,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",1587,1251,261.15,DL,0.4147,337.65,WN,0.2515,206.44,-1,,
2024,3,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",1271,1248,170.67,B6,0.4912,158.47,B6,0.4912,158.47,-1,,
2024,3,31295,30466,"Detroit, MI","Phoenix, AZ",1671,1246,257.47,DL,0.5027,307.69,F9,0.1578,129.44,-1,,
2024,3,31453,34100,"Houston, TX","Philadelphia, PA",1335,1236,196.72,UA,0.3712,253.21,NK,0.2485,105.82,-1,,
2024,3,31295,33195,"Detroit, MI","Tampa, FL (Metropolitan Area)",983,1236,184.48,DL,0.6231,224.38,NK,0.3162,102.36,-1,,
2024,3,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",688,1235,181.99,WN,0.3188,188.68,WN,0.3188,188.68,-1,,
2024,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",748,1232,185.29,DL,0.4150,197.82,B6,0.1778,149.69,-1,,
2024,3,31454,30559,"Orlando, FL","Seattle, WA",2554,1231,316.28,AS,0.4856,310.84,AS,0.4856,310.84,-1,,
2024,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",1698,1230,246.90,DL,0.3557,276.57,B6,0.2064,199.36,-1,,
2024,3,30325,33198,"Denver, CO","Kansas City, MO",533,1230,174.85,WN,0.6534,176.06,WN,0.6534,176.06,-1,,
2024,3,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,1216,183.50,WN,0.5659,170.93,WN,0.5659,170.93,-1,,
2024,3,30977,34614,"Chicago, IL","Salt Lake City, UT",1259,1214,248.09,DL,0.4112,264.63,WN,0.1459,219.85,-1,,
2024,3,30325,31123,"Denver, CO","St. Louis, MO",770,1209,195.67,WN,0.6689,200.11,WN,0.6689,200.11,-1,,
2024,3,31295,32457,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1196,395.90,DL,0.6713,445.87,F9,0.0340,157.55,-1,,
2024,3,30977,33495,"Chicago, IL","New Orleans, LA",837,1195,182.07,WN,0.4254,181.45,AA,0.2121,175.30,-1,,
2024,3,30423,30559,"Austin, TX","Seattle, WA",1770,1183,262.90,AS,0.5528,255.86,AS,0.5528,255.86,-1,,
2024,3,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",1670,1182,253.26,DL,0.3657,298.98,NK,0.1937,128.85,-1,,
2024,3,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",1865,1181,352.60,DL,0.4837,421.94,WN,0.2457,289.55,-1,,
2024,3,31136,30852,"Jacksonville, FL","Washington, DC (Metropolitan Area)",663,1178,213.19,AA,0.4193,206.95,AA,0.4193,206.95,-1,,
2024,3,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",1624,1175,211.72,UA,0.2814,265.36,NK,0.1889,108.88,-1,,
2024,3,31295,30559,"Detroit, MI","Seattle, WA",1927,1169,318.11,DL,0.6351,345.09,AS,0.2910,278.31,-1,,
2024,3,32211,34570,"Las Vegas, NV","Reno, NV",345,1160,166.44,WN,0.7675,188.65,NK,0.2288,90.12,-1,,
2024,3,31454,32457,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1156,316.80,UA,0.4090,364.00,WN,0.1680,255.64,-1,,
2024,3,31057,30325,"Charlotte, NC","Denver, CO",1337,1153,214.34,AA,0.5819,229.87,F9,0.1405,107.89,-1,,
2024,3,30693,34100,"Nashville, TN","Philadelphia, PA",675,1149,171.23,AA,0.5808,192.72,NK,0.1334,89.29,-1,,
2024,3,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",1626,1147,209.34,AA,0.3961,255.27,AS,0.3581,179.63,-1,,
2024,3,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",777,1145,209.83,DL,0.4726,226.38,B6,0.1509,137.58,-1,,
2024,3,32211,31454,"Las Vegas, NV","Orlando, FL",2039,1132,247.55,WN,0.3169,291.60,NK,0.2309,144.41,-1,,
2024,3,32211,34614,"Las Vegas, NV","Salt Lake City, UT",368,1131,159.95,DL,0.4567,197.37,F9,0.1032,86.71,-1,,
2024,3,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",967,1130,239.68,WN,0.6619,225.07,WN,0.6619,225.07,-1,,
2024,3,32337,30852,"Indianapolis, IN","Washington, DC (Metropolitan Area)",516,1124,213.77,AA,0.4620,221.13,WN,0.3087,195.48,-1,,
2024,3,30194,33198,"Dallas/Fort Worth, TX","Kansas City, MO",461,1121,193.41,WN,0.5444,175.92,WN,0.5444,175.92,-1,,
2024,3,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",1592,1121,266.93,WN,0.6808,254.12,WN,0.6808,254.12,-1,,
2024,3,30693,31454,"Nashville, TN","Orlando, FL",616,1118,204.63,WN,0.6968,225.94,NK,0.2299,112.90,-1,,
2024,3,32211,33214,"Las Vegas, NV","San Antonio, TX",1069,1114,197.80,WN,0.4927,259.22,F9,0.1393,110.41,-1,,
2024,3,33214,30852,"San Antonio, TX","Washington, DC (Metropolitan Area)",1407,1110,268.56,WN,0.4087,285.15,AA,0.1206,248.68,-1,,
2024,3,30325,32337,"Denver, CO","Indianapolis, IN",977,1110,193.68,WN,0.4942,193.77,F9,0.1509,101.09,-1,,
2024,3,34614,33570,"Salt Lake City, UT","San Diego, CA",626,1101,180.15,DL,0.6097,201.54,WN,0.1917,158.90,-1,,
2024,3,31057,31453,"Charlotte, NC","Houston, TX",920,1085,173.94,AA,0.4887,175.10,AA,0.4887,175.10,-1,,
2024,3,30852,34027,"Washington, DC (Metropolitan Area)","West Palm Beach/Palm Beach, FL",883,1082,165.85,AA,0.3702,159.81,B6,0.3568,114.95,-1,,
2024,3,31453,33495,"Houston, TX","New Orleans, LA",305,1075,187.47,WN,0.5036,181.03,WN,0.5036,181.03,-1,,
2024,3,30325,33192,"Denver, CO","Sacramento, CA",909,1061,189.47,WN,0.5299,187.61,WN,0.5299,187.61,-1,,
2024,3,31650,34057,"Minneapolis/St. Paul, MN","Portland, OR",1426,1059,221.52,DL,0.5018,263.65,SY,0.3286,138.83,-1,,
2024,3,31453,33570,"Houston, TX","San Diego, CA",1313,1058,235.38,UA,0.5163,270.46,NK,0.1274,122.05,-1,,
2024,3,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",1061,1058,226.30,AA,0.6652,244.27,F9,0.1013,110.96,-1,,
2024,3,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2073,1052,270.06,UA,0.4620,326.10,NK,0.1551,117.47,-1,,
2024,3,32337,31454,"Indianapolis, IN","Orlando, FL",829,1050,176.11,WN,0.5559,208.77,F9,0.1537,98.15,-1,,
2024,3,32467,30466,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,1046,243.09,AA,0.5603,291.10,NK,0.2103,107.24,-1,,
2024,3,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",343,1044,215.07,UA,0.5620,228.51,WN,0.2170,181.73,-1,,
2024,3,30792,31454,"Buffalo, NY","Orlando, FL",1011,1041,162.81,WN,0.4467,177.69,F9,0.1767,114.18,-1,,
2024,3,31454,30198,"Orlando, FL","Pittsburgh, PA",834,1038,167.97,WN,0.5732,200.07,NK,0.3456,95.43,-1,,
2024,3,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",247,1037,199.07,WN,0.4949,195.09,WN,0.4949,195.09,-1,,
2024,3,30977,31295,"Chicago, IL","Detroit, MI",235,1036,196.28,DL,0.5080,204.74,AA,0.1065,189.45,-1,,
2024,3,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",496,1032,163.34,B6,0.4843,161.98,B6,0.4843,161.98,-1,,
2024,3,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2158,1030,292.88,DL,0.4427,315.86,WN,0.1406,254.54,-1,,
2024,3,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",761,1023,183.70,AA,0.6322,196.69,WN,0.2791,158.74,-1,,
2024,3,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",1105,1015,197.05,AA,0.5403,206.71,NK,0.1630,111.85,-1,,
2024,3,30994,30852,"Charleston, SC","Washington, DC (Metropolitan Area)",472,1015,201.96,AA,0.4364,209.93,WN,0.3384,187.54,-1,,
2024,3,31650,33570,"Minneapolis/St. Paul, MN","San Diego, CA",1532,1013,241.26,DL,0.6412,275.88,SY,0.2488,152.70,-1,,
2024,3,30423,31454,"Austin, TX","Orlando, FL",994,1013,174.50,WN,0.5325,176.82,AA,0.1991,163.74,-1,,
2024,3,30397,30423,"Atlanta, GA (Metropolitan Area)","Austin, TX",813,1012,243.58,DL,0.6545,257.03,WN,0.3050,214.59,-1,,
2024,3,31057,31454,"Charlotte, NC","Orlando, FL",468,1012,178.38,AA,0.6573,218.32,F9,0.1476,86.59,-1,,
2024,3,31057,32211,"Charlotte, NC","Las Vegas, NV",1916,1002,266.13,AA,0.6923,307.99,NK,0.2161,129.38,-1,,
2024,3,32467,30559,"Miami, FL (Metropolitan Area)","Seattle, WA",2724,1002,333.94,AS,0.4257,324.06,AS,0.4257,324.06,-1,,
2024,3,31650,34100,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,995,199.91,DL,0.4952,241.22,SY,0.1626,101.46,-1,,
2024,3,34057,30852,"Portland, OR","Washington, DC (Metropolitan Area)",2358,993,313.02,AS,0.2740,376.12,NK,0.1866,106.17,-1,,
2024,3,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",695,988,177.43,DL,0.5730,211.23,SY,0.2516,100.72,-1,,
2024,3,31454,30466,"Orlando, FL","Phoenix, AZ",1849,979,261.78,WN,0.3585,262.70,F9,0.1556,137.46,-1,,
2024,3,31454,34614,"Orlando, FL","Salt Lake City, UT",1931,979,242.50,DL,0.6230,283.86,NK,0.1870,130.10,-1,,
2024,3,34100,30559,"Philadelphia, PA","Seattle, WA",2378,978,356.33,AA,0.4664,366.37,AA,0.4664,366.37,-1,,
2024,3,31703,33192,"New York City, NY (Metropolitan Area)","Sacramento, CA",2553,977,270.46,B6,0.3353,228.87,AA,0.1427,222.50,-1,,
2024,3,31454,31123,"Orlando, FL","St. Louis, MO",882,973,197.77,WN,0.7029,223.20,F9,0.1314,92.35,-1,,
2024,3,30397,33570,"Atlanta, GA (Metropolitan Area)","San Diego, CA",1892,972,293.30,DL,0.6147,331.85,AS,0.1787,216.06,-1,,
2024,3,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",2105,971,317.26,DL,0.5871,375.71,B6,0.2249,211.66,-1,,
2024,3,30713,30559,"Boise, ID","Seattle, WA",399,969,163.41,AS,0.6972,169.76,DL,0.3012,148.89,-1,,
2024,3,30423,33570,"Austin, TX","San Diego, CA",1164,968,210.37,WN,0.5489,204.48,AS,0.3435,201.78,-1,,
2024,3,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",836,966,144.19,B6,0.3617,154.29,MX,0.2468,84.65,-1,,
2024,3,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2239,961,317.81,AA,0.3352,305.44,WN,0.1538,277.76,-1,,
2024,3,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",675,961,155.70,NK,0.3795,100.67,NK,0.3795,100.67,-1,,
2024,3,31703,34321,"New York City, NY (Metropolitan Area)","Portland, ME",284,954,173.61,B6,0.2931,124.12,B6,0.2931,124.12,-1,,
2024,3,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",1814,954,301.84,AA,0.3405,333.90,WN,0.2749,271.51,-1,,
2024,3,31057,34100,"Charlotte, NC","Philadelphia, PA",449,945,203.11,AA,0.7118,242.59,F9,0.2681,96.95,-1,,
2024,3,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",255,944,197.16,AA,0.3446,196.64,DL,0.1849,182.89,-1,,
2024,3,32211,30693,"Las Vegas, NV","Nashville, TN",1587,942,244.29,WN,0.5581,302.90,NK,0.3350,116.05,-1,,
2024,3,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",1846,941,227.59,F9,0.4271,154.97,F9,0.4271,154.97,-1,,
2024,3,30466,33192,"Phoenix, AZ","Sacramento, CA",647,940,209.75,WN,0.7282,203.83,WN,0.7282,203.83,-1,,
2024,3,30693,30559,"Nashville, TN","Seattle, WA",1978,940,293.21,AS,0.6090,291.08,AS,0.6090,291.08,-1,,
2024,3,30325,34492,"Denver, CO","Raleigh/Durham, NC",1436,933,231.56,UA,0.4078,268.49,F9,0.1816,133.67,-1,,
2024,3,31066,31454,"Columbus, OH","Orlando, FL",802,928,182.26,WN,0.5627,215.35,NK,0.3446,104.75,-1,,
2024,3,30397,34492,"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",356,926,203.01,DL,0.7506,220.99,WN,0.1412,160.17,-1,,
2024,3,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",2537,923,320.26,AS,0.4938,353.12,B6,0.2346,246.44,-1,,
2024,3,30397,33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",425,919,190.14,DL,0.5740,223.55,NK,0.1285,106.24,-1,,
2024,3,30977,30198,"Chicago, IL","Pittsburgh, PA",413,918,190.94,UA,0.3914,208.68,WN,0.3121,169.72,-1,,
2024,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,910,215.90,WN,0.5959,202.02,WN,0.5959,202.02,-1,,
2024,3,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",318,910,171.83,DL,0.3327,184.34,AA,0.2995,160.78,-1,,
2024,3,30693,32457,"Nashville, TN","San Francisco, CA (Metropolitan Area)",1969,908,306.63,WN,0.4171,283.87,WN,0.4171,283.87,-1,,
2024,3,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",962,905,231.00,AS,0.3812,222.68,WN,0.2802,221.78,-1,,
2024,3,31453,30693,"Houston, TX","Nashville, TN",670,898,251.58,WN,0.5508,238.16,WN,0.5508,238.16,-1,,
2024,3,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",787,897,192.62,UA,0.4492,217.42,NK,0.1672,112.26,-1,,
2024,3,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",554,895,214.50,DL,0.6563,248.39,F9,0.1957,107.58,-1,,
2024,3,30693,33195,"Nashville, TN","Tampa, FL (Metropolitan Area)",612,895,199.78,WN,0.7093,195.88,WN,0.7093,195.88,-1,,
2024,3,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",1028,894,191.56,B6,0.3519,169.07,B6,0.3519,169.07,-1,,
2024,3,30977,31066,"Chicago, IL","Columbus, OH",296,892,210.41,UA,0.4023,219.25,WN,0.3542,188.11,-1,,
2024,3,32337,32467,"Indianapolis, IN","Miami, FL (Metropolitan Area)",1020,892,172.69,AA,0.3196,212.01,NK,0.3064,101.17,-1,,
2024,3,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",1442,887,229.20,AA,0.5315,250.81,WN,0.3393,217.85,-1,,
2024,3,30325,33214,"Denver, CO","San Antonio, TX",794,886,185.12,WN,0.5212,183.12,F9,0.1135,97.58,-1,,
2024,3,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",1057,885,234.24,DL,0.4904,232.13,DL,0.4904,232.13,-1,,
2024,3,30325,33342,"Denver, CO","Milwaukee, WI",896,884,190.72,WN,0.5204,183.83,WN,0.5204,183.83,-1,,
2024,3,32211,31123,"Las Vegas, NV","St. Louis, MO",1371,884,228.14,WN,0.6574,266.04,F9,0.1991,109.66,-1,,
2024,3,32467,31650,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",1501,882,211.93,DL,0.7457,218.26,AA,0.1530,199.31,-1,,
2024,3,33105,31454,"Cincinnati, OH","Orlando, FL",757,881,155.22,DL,0.4972,201.38,F9,0.3689,88.45,-1,,
2024,3,32211,33195,"Las Vegas, NV","Tampa, FL (Metropolitan Area)",1984,881,234.06,NK,0.4712,134.39,NK,0.4712,134.39,-1,,
2024,3,30647,30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",1224,879,217.86,UA,0.4873,259.49,F9,0.1892,121.40,-1,,
2024,3,33105,30325,"Cincinnati, OH","Denver, CO",1069,874,184.32,UA,0.3254,216.52,F9,0.2033,100.35,-1,,
2024,3,31650,33195,"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",1306,868,195.91,DL,0.6570,224.84,SY,0.2651,116.23,-1,,
2024,3,31295,34100,"Detroit, MI","Philadelphia, PA",453,868,184.87,DL,0.4334,222.25,NK,0.1305,93.31,-1,,
2024,3,30647,32467,"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",1080,862,166.01,UA,0.2611,217.52,NK,0.2214,89.06,-1,,
2024,3,31703,34986,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",1069,859,213.50,UA,0.4547,211.81,B6,0.2631,174.59,-1,,
2024,3,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",528,853,218.14,DL,0.7101,265.89,NK,0.1646,87.75,-1,,
2024,3,30466,31123,"Phoenix, AZ","St. Louis, MO",1262,853,196.07,WN,0.6649,198.19,WN,0.6649,198.19,-1,,
2024,3,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",1995,853,252.91,NK,0.3323,134.26,NK,0.3323,134.26,-1,,
2024,3,33198,31454,"Kansas City, MO","Orlando, FL",1072,842,201.39,WN,0.5728,238.11,NK,0.3095,104.58,-1,,
2024,3,34057,33192,"Portland, OR","Sacramento, CA",479,840,187.77,WN,0.6016,174.78,WN,0.6016,174.78,-1,,
2024,3,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",493,839,229.15,AA,0.4010,230.99,WN,0.3487,221.22,-1,,
2024,3,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",641,838,223.05,WN,0.6986,204.85,WN,0.6986,204.85,-1,,
2024,3,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",562,831,202.70,WN,0.5967,180.35,WN,0.5967,180.35,-1,,
2024,3,31295,30693,"Detroit, MI","Nashville, TN",456,829,202.32,DL,0.5582,244.26,NK,0.1772,88.95,-1,,
2024,3,31066,30852,"Columbus, OH","Washington, DC (Metropolitan Area)",337,824,191.87,WN,0.4208,176.21,WN,0.4208,176.21,-1,,
2024,3,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",563,822,220.17,B6,0.4502,192.96,B6,0.4502,192.96,-1,,
2024,3,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",640,815,191.33,DL,0.3612,249.35,NK,0.2047,79.28,-1,,
2024,3,34492,32457,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",2400,809,323.96,UA,0.4895,373.77,WN,0.1437,252.72,-1,,
2024,3,30977,33214,"Chicago, IL","San Antonio, TX",1041,805,251.96,WN,0.3522,235.76,WN,0.3522,235.76,-1,,
2024,3,30423,30693,"Austin, TX","Nashville, TN",756,804,183.45,WN,0.6594,183.23,DL,0.2425,174.17,-1,,
2024,3,30693,30466,"Nashville, TN","Phoenix, AZ",1449,801,272.61,WN,0.6896,269.51,WN,0.6896,269.51,-1,,
2024,3,31057,31650,"Charlotte, NC","Minneapolis/St. Paul, MN",930,801,199.88,DL,0.4438,219.76,SY,0.1171,96.20,-1,,
2024,3,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",752,801,210.88,DL,0.4804,263.48,AA,0.3117,190.64,-1,,
2024,3,30423,30466,"Austin, TX","Phoenix, AZ",872,799,242.83,WN,0.6066,227.30,WN,0.6066,227.30,-1,,
2024,3,30647,33195,"Cleveland, OH (Metropolitan Area)","Tampa, FL (Metropolitan Area)",927,799,131.81,F9,0.5784,97.87,F9,0.5784,97.87,-1,,
2024,3,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",2136,798,250.33,NK,0.2861,109.47,NK,0.2861,109.47,-1,,
2024,3,33198,32211,"Kansas City, MO","Las Vegas, NV",1139,797,227.89,WN,0.6236,272.66,NK,0.2800,119.77,-1,,
2024,3,32467,30198,"Miami, FL (Metropolitan Area)","Pittsburgh, PA",1013,794,170.82,NK,0.3810,90.25,NK,0.3810,90.25,-1,,
2024,3,34057,34614,"Portland, OR","Salt Lake City, UT",630,791,204.72,DL,0.6253,219.32,AS,0.2379,206.97,-1,,
2024,3,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",484,787,222.17,DL,0.5456,238.98,WN,0.4388,201.69,-1,,
