DATA_REF_NO,SAMPLE_REF_NO,PROJECT,WATERSHED,SITE_TYPE,SAMPLE_SITE_NO,SITE_NAME,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_DATE,TIME_NULL,collecting_group,SAMPLE_ID,MEDIUM,DEPTH_IN_METERS,PARAM_TYPE,PARAMETER,QC_TYPE,QUALIFIER,RESULT,UNIT,QC_FLAG,METHOD,FILTER
1867478,359013,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/15/2010 09:30:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,22.11,Deg. Celsius,U,Quanta Probe,Total
1760382,352911,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/25/2010 09:20:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.41,Deg. Celsius,U,Quanta Probe,Total
1760383,352911,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/25/2010 09:20:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.66,MG/L,U,Quanta Probe,Dissolved
1758371,352911,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/25/2010 09:20:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,0,NTU,U,Quanta Probe,Total
1760381,352911,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/25/2010 09:20:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.09,Standard units,U,Quanta Probe,Total
1756302,352233,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/11/2010 01:40:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.89,MG/L,U,Quanta Probe,Dissolved
1751207,352233,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/11/2010 01:40:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.05,Standard units,U,Quanta Probe,Total
1751208,352233,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/11/2010 01:40:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.46,Deg. Celsius,U,Quanta Probe,Total
1758363,352913,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/28/2010 11:10:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.6,Deg. Celsius,U,Quanta Probe,Total
1758365,352913,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/28/2010 11:10:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.1,MG/L,U,Quanta Probe,Dissolved
1758362,352913,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/28/2010 11:10:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.03,Standard units,U,Quanta Probe,Total
1749715,351674,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/22/2010 09:45:00 AM,N,WRE,gas,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,5.98,MG/L,U,Quanta Probe,Dissolved
1749713,351674,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/22/2010 09:45:00 AM,N,WRE,gas,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,5.98,MG/L,U,CALCULATION,N/A
1749706,351674,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/22/2010 09:45:00 AM,N,WRE,gas,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.8,Deg. Celsius,U,SATUROMETER,N/A
1775714,517732,Emergency Investigation,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/25/2010 11:00:00 AM,N,WRE,42914-Main Barton Fissure,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.01,Standard units,U,Quanta Probe,Total
1778221,517732,Emergency Investigation,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/25/2010 11:00:00 AM,N,WRE,42914-Main Barton Fissure,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,5.79,MG/L,U,Quanta Probe,Dissolved
1778889,517732,Emergency Investigation,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/25/2010 11:00:00 AM,N,WRE,42914-Main Barton Fissure,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.36,Deg. Celsius,U,Quanta Probe,Total
1747096,350251,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/21/2010 01:30:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.08,Standard units,U,Quanta Probe,Total
1747098,350251,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/21/2010 01:30:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.56,MG/L,U,Quanta Probe,Dissolved
1747097,350251,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/21/2010 01:30:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.23,Deg. Celsius,U,Quanta Probe,Total
1741672,350255,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/02/2010 09:10:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.06,Standard units,U,Quanta Probe,Total
1746906,350255,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/02/2010 09:10:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.8,MG/L,U,Quanta Probe,Dissolved
1746905,350255,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/02/2010 09:10:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.17,Deg. Celsius,U,Quanta Probe,Dissolved
1743627,351096,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/27/2010 04:55:00 PM,N,WRE,gas,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.7,Deg. Celsius,U,SATUROMETER,Total
1743629,351096,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/27/2010 04:55:00 PM,N,WRE,gas,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.2,MG/L,U,Quanta Probe,Dissolved
1743444,351096,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/27/2010 04:55:00 PM,N,WRE,gas,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.2,MG/L,U,CALCULATION,Dissolved
1743628,351096,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/27/2010 04:55:00 PM,N,WRE,gas,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.7,Deg. Celsius,U,Quanta Probe,Total
1751787,351448,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/12/2010 10:25:00 AM,N,WRE,gas data,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,8.11,MG/L,U,CALCULATION,N/A
1761343,351448,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/12/2010 10:25:00 AM,N,WRE,gas data,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.4,Deg. Celsius,U,SATUROMETER,N/A
2550581,351447,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/11/2010 04:25:00 PM,N,WRE,gas data,Ground Water,,Conventionals,WATER TEMPERATURE,,,25,Deg. Celsius,U,SATUROMETER,Total
1749000,350050,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/10/2010 03:15:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,9.32,MG/L,U,Quanta Probe,Dissolved
1748998,350050,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/10/2010 03:15:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.91,Standard units,U,Quanta Probe,Total
1748999,350050,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/10/2010 03:15:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.67,Deg. Celsius,U,Quanta Probe,Total
1743830,351077,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/22/2010 09:55:00 AM,N,WRE,gas,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.67,MG/L,U,CALCULATION,Dissolved
1742585,351077,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/22/2010 09:55:00 AM,N,WRE,gas,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.67,MG/L,U,Quanta Probe,Dissolved
1742346,351077,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/22/2010 09:55:00 AM,N,WRE,gas,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.9,Deg. Celsius,U,SATUROMETER,Total
1730293,348591,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/07/2010 09:15:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.94,Standard units,U,Quanta Probe,Total
1730296,348591,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/07/2010 09:15:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.84,MG/L,U,Quanta Probe,Dissolved
1730294,348591,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/07/2010 09:15:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,0,NTU,U,Quanta Probe,Total
1732065,348591,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/07/2010 09:15:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.08,Deg. Celsius,U,Quanta Probe,Total
1744184,351115,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/24/2010 10:05:00 AM,N,WRE,gas,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.11,MG/L,U,CALCULATION,Dissolved
1744368,351115,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/24/2010 10:05:00 AM,N,WRE,gas,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.11,MG/L,U,Quanta Probe,Dissolved
1744367,351115,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/24/2010 10:05:00 AM,N,WRE,gas,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.2,Deg. Celsius,U,SATUROMETER,Total
1730419,347953,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/24/2010 10:00:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.01,Standard units,U,Quanta Probe,Total
1730421,347953,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/24/2010 10:00:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.87,MG/L,U,Quanta Probe,Dissolved
1730418,347953,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/24/2010 10:00:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,0,NTU,U,Quanta Probe,Total
1730420,347953,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/24/2010 10:00:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.7,Deg. Celsius,U,Quanta Probe,Total
1730829,347611,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/27/2010 10:55:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,18.96,Deg. Celsius,U,Quanta Probe,Total
1735121,347611,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/27/2010 10:55:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.19,MG/L,U,Quanta Probe,Dissolved
1735119,347611,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/27/2010 10:55:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,1.7,NTU,U,Quanta Probe,Total
1735120,347611,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/27/2010 10:55:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.09,Standard units,U,Quanta Probe,Total
1736809,346878,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/06/2010 03:00:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,18.9,Deg. Celsius,U,Quanta Probe,Total
1727080,346878,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/06/2010 03:00:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.65,MG/L,U,Quanta Probe,Dissolved
1736808,346878,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/06/2010 03:00:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.07,Standard units,U,Quanta Probe,Total
1737784,346755,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/31/2009 11:20:00 AM,N,WRE,Main Fissure Spring,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.24,MG/L,U,CALCULATION,Dissolved
1737791,346755,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/31/2009 11:20:00 AM,N,WRE,Main Fissure Spring,Ground Water,,Conventionals,WATER TEMPERATURE,,,18.7,Deg. Celsius,U,SATUROMETER,Total
1736985,346877,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/16/2009 07:50:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.2,Deg. Celsius,U,Quanta Probe,Total
1736986,346877,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/16/2009 07:50:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.49,MG/L,U,Quanta Probe,Dissolved
1736812,346877,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/16/2009 07:50:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,3.7,NTU,U,Quanta Probe,Total
1736984,346877,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/16/2009 07:50:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7,Standard units,U,Quanta Probe,Total
1736990,346876,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/09/2009 01:20:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.03,Standard units,U,Quanta Probe,Total
1736991,346876,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/09/2009 01:20:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.43,MG/L,U,Quanta Probe,Dissolved
1736989,346876,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/09/2009 01:20:00 PM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,0.7,NTU,U,Quanta Probe,Total
1727079,346876,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/09/2009 01:20:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.56,Deg. Celsius,U,Quanta Probe,Total
1720864,346460,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/03/2009 12:15:00 PM,N,WRE,Main Fissure Spring,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.82,MG/L,U,CALCULATION,Dissolved
1720857,346460,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/03/2009 12:15:00 PM,N,WRE,Main Fissure Spring,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.6,Deg. Celsius,U,SATUROMETER,Total
1736323,346600,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/17/2009 11:45:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.92,Standard units,U,Quanta Probe,Total
1736324,346600,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/17/2009 11:45:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.42,MG/L,U,Quanta Probe,Dissolved
1736322,346600,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/17/2009 11:45:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,0.4,NTU,U,Quanta Probe,Total
1727078,346600,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/17/2009 11:45:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.88,Deg. Celsius,U,Quanta Probe,Total
1713265,344730,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,10/21/2009 09:40:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.01,Standard units,U,Quanta Probe,Total
1713268,344730,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,10/21/2009 09:40:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.61,MG/L,U,Quanta Probe,Dissolved
1713266,344730,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,10/21/2009 09:40:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.56,Deg. Celsius,U,Quanta Probe,Total
1727437,346223,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,10/14/2009 12:30:00 PM,N,WRE,Main Fissure Spring,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.42,MG/L,U,CALCULATION,Dissolved
1727443,346223,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,10/14/2009 12:30:00 PM,N,WRE,Main Fissure Spring,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.5,Deg. Celsius,U,SATUROMETER,Total
1712986,344428,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,10/07/2009 10:05:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.98,Standard units,U,Quanta Probe,Total
1712988,344428,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,10/07/2009 10:05:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,5.1,MG/L,R,Quanta Probe,Dissolved
1712987,344428,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,10/07/2009 10:05:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.6,Deg. Celsius,U,Quanta Probe,Total
1737171,346875,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/28/2009 01:00:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,4.49,MG/L,U,Quanta Probe,Dissolved
1736994,346875,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/28/2009 01:00:00 PM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,0.5,NTU,U,Quanta Probe,Total
1736995,346875,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/28/2009 01:00:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.8,Standard units,U,Quanta Probe,Total
1737170,346875,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/28/2009 01:00:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.74,Deg. Celsius,U,Quanta Probe,Total
1712347,344211,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/09/2009 09:20:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.11,Standard units,U,Quanta Probe,Total
1712350,344211,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/09/2009 09:20:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,4.91,MG/L,U,Quanta Probe,Dissolved
1712349,344211,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/09/2009 09:20:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,1.1,NTU,U,Quanta Probe,Total
1712348,344211,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/09/2009 09:20:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.76,Deg. Celsius,U,Quanta Probe,Total
1729673,346127,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/03/2009 03:25:00 PM,N,WRE,Main Fissure Spring,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,4.02,MG/L,U,CALCULATION,Dissolved
1729672,346127,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/03/2009 03:25:00 PM,N,WRE,Main Fissure Spring,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,5.2,MG/L,U,LAMOTTE TITRATION KIT,Dissolved
1729879,346127,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,09/03/2009 03:25:00 PM,N,WRE,Main Fissure Spring,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.6,Deg. Celsius,U,SATUROMETER,Total
2550543,513115,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/27/2009 11:41:00 AM,N,WRE,Gas- Side Spring,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.3,Deg. Celsius,U,SATUROMETER,Total
2550550,513115,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/27/2009 11:41:00 AM,N,WRE,Gas- Side Spring,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,8.89,MG/L,U,CALCULATION,Total
2550439,513114,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/27/2009 10:30:00 AM,N,WRE,Gas - Main Fissure,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.3,Deg. Celsius,U,THERMOMETER (ALCOHOL),Total
2550443,513114,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/27/2009 10:30:00 AM,N,WRE,Gas - Main Fissure,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.81,MG/L,U,SATUROMETER,Dissolved
2550445,513114,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/27/2009 10:30:00 AM,N,WRE,Gas - Main Fissure,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.3,Deg. Celsius,U,SATUROMETER,Total
1711581,344144,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/26/2009 11:20:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.76,Deg. Celsius,U,Quanta Probe,Total
1711584,344144,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/26/2009 11:20:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,3.85,MG/L,U,Quanta Probe,Dissolved
1711582,344144,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/26/2009 11:20:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,1.5,NTU,U,Quanta Probe,Total
1711580,344144,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/26/2009 11:20:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.06,Standard units,U,Quanta Probe,Total
1736208,344133,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/12/2009 11:20:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.02,Standard units,U,Quanta Probe,Total
1736207,344133,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/12/2009 11:20:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,0.2,NTU,U,Quanta Probe,Total
1736209,344133,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,08/12/2009 11:20:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.77,Deg. Celsius,U,Quanta Probe,Total
1737175,346874,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/29/2009 09:45:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,4.06,MG/L,U,Quanta Probe,Dissolved
1737174,346874,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/29/2009 09:45:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.79,Deg. Celsius,U,Quanta Probe,Total
1727077,346874,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/29/2009 09:45:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,7.12,Standard units,U,Quanta Probe,Total
