DATA_REF_NO,SAMPLE_REF_NO,PROJECT,WATERSHED,SITE_TYPE,SAMPLE_SITE_NO,SITE_NAME,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_DATE,TIME_NULL,collecting_group,SAMPLE_ID,MEDIUM,DEPTH_IN_METERS,PARAM_TYPE,PARAMETER,QC_TYPE,QUALIFIER,RESULT,UNIT,QC_FLAG,METHOD,FILTER
1195725,267751,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/17/2003 12:00:00 AM,Y,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.4,Deg. Celsius,U,SATUROMETER,Total
1195719,267751,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/17/2003 12:00:00 AM,Y,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.71,MG/L,U,CALCULATION,Dissolved
1195750,267748,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/11/2003 12:00:00 AM,Y,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.49,MG/L,U,CALCULATION,Dissolved
1195756,267748,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/11/2003 12:00:00 AM,Y,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.4,Deg. Celsius,U,SATUROMETER,Total
1195801,267744,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/04/2003 10:35:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.66,MG/L,U,CALCULATION,Dissolved
532085,267744,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,07/04/2003 10:35:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.4,Deg. Celsius,U,SATUROMETER,Total
1124939,228301,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/30/2003 01:55:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.14,Deg. Celsius,U,Quanta Probe,Total
1124942,228301,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/30/2003 01:55:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.74,MG/L,U,Quanta Probe,Dissolved
1124940,228301,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/30/2003 01:55:00 PM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,1.3,NTU,U,Quanta Probe,Total
1124938,228301,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/30/2003 01:55:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.85,Standard units,U,Quanta Probe,Total
1195841,267740,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/16/2003 12:00:00 AM,Y,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.5,Deg. Celsius,U,SATUROMETER,Total
1280640,226157,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/09/2003 09:50:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.85,Standard units,U,Quanta Probe,Total
1280642,226157,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/09/2003 09:50:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.32,MG/L,U,Quanta Probe,Dissolved
1280639,226157,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/09/2003 09:50:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,0.5,NTU,S,Quanta Probe,Total
1280641,226157,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/09/2003 09:50:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.06,Deg. Celsius,U,Quanta Probe,Total
933065,267735,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/05/2003 12:00:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.5,Deg. Celsius,U,SATUROMETER,Total
933070,267735,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/05/2003 12:00:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.76,MG/L,U,CALCULATION,Dissolved
1195931,267732,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,06/01/2003 12:00:00 AM,Y,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.4,Deg. Celsius,U,SATUROMETER,Total
1195978,267727,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/23/2003 05:00:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.4,Deg. Celsius,U,SATUROMETER,Total
1195972,267727,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/23/2003 05:00:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.66,MG/L,U,CALCULATION,Dissolved
1124933,228300,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/19/2003 12:00:00 AM,Y,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.99,Deg. Celsius,U,Quanta Probe,Total
1124936,228300,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/19/2003 12:00:00 AM,Y,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.17,MG/L,U,Quanta Probe,Dissolved
1124934,228300,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/19/2003 12:00:00 AM,Y,WRE,,Ground Water,,Clarity,TURBIDITY,,,1.5,NTU,U,Quanta Probe,Total
1124932,228300,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/19/2003 12:00:00 AM,Y,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.78,Standard units,U,Quanta Probe,Total
933040,267722,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/13/2003 01:25:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.9,MG/L,U,CALCULATION,Dissolved
1196055,267722,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/13/2003 01:25:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.9,Deg. Celsius,U,SATUROMETER,Total
1196087,267718,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/08/2003 03:30:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.6,MG/L,U,CALCULATION,Dissolved
1196094,267718,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/08/2003 03:30:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.3,Deg. Celsius,U,SATUROMETER,Total
1196130,267715,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/04/2003 12:00:00 AM,Y,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.2,Deg. Celsius,U,SATUROMETER,Total
1196124,267715,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,05/04/2003 12:00:00 AM,Y,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.8,MG/L,U,CALCULATION,Dissolved
1117592,223831,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/30/2003 01:15:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.77,Standard units,U,Quanta Probe,Total
1117595,223831,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/30/2003 01:15:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.12,MG/L,U,Quanta Probe,Dissolved
1117594,223831,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/30/2003 01:15:00 PM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,0.6,NTU,U,Quanta Probe,Total
1117593,223831,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/30/2003 01:15:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.81,Deg. Celsius,U,Quanta Probe,Total
1196245,267703,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/12/2003 02:23:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.12,MG/L,U,CALCULATION,Dissolved
1196250,267703,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/12/2003 02:23:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.9,Deg. Celsius,U,SATUROMETER,Total
1117572,223827,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/09/2003 02:40:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.85,Standard units,U,Quanta Probe,Total
1117575,223827,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/09/2003 02:40:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.17,MG/L,U,Quanta Probe,Dissolved
1117574,223827,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/09/2003 02:40:00 PM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,2.7,NTU,U,Quanta Probe,Total
1117573,223827,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/09/2003 02:40:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.48,Deg. Celsius,U,Quanta Probe,Total
1112963,221920,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/02/2003 01:30:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.95,Standard units,U,Quanta Probe,Total
1112966,221920,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/02/2003 01:30:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.25,MG/L,U,Quanta Probe,Dissolved
1112965,221920,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/02/2003 01:30:00 PM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,2.2,NTU,U,Quanta Probe,Total
1112964,221920,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,04/02/2003 01:30:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.37,Deg. Celsius,U,Quanta Probe,Total
1117567,223826,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/19/2003 09:15:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.89,Standard units,U,Quanta Probe,Total
1117570,223826,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/19/2003 09:15:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.16,MG/L,U,Quanta Probe,Dissolved
1117569,223826,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/19/2003 09:15:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,2.3,NTU,U,Quanta Probe,Total
1117568,223826,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/19/2003 09:15:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.04,Deg. Celsius,U,Quanta Probe,Total
1117565,223825,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/05/2003 08:40:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,1.1,NTU,U,Quanta Probe,Total
1117563,223825,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/05/2003 08:40:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.79,Standard units,U,Quanta Probe,Total
1117564,223825,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,03/05/2003 08:40:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.6,Deg. Celsius,U,Quanta Probe,Total
1196284,267697,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/28/2003 08:55:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.12,MG/L,U,CALCULATION,Dissolved
1196290,267697,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/28/2003 08:55:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20,Deg. Celsius,U,SATUROMETER,Total
1117558,223824,Groundwater,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/26/2003 12:00:00 PM,N,ATCHD,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.9,Deg. Celsius,U,Quanta Probe,Total
1117561,223824,Groundwater,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/26/2003 12:00:00 PM,N,ATCHD,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.46,MG/L,U,Quanta Probe,Dissolved
1117559,223824,Groundwater,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/26/2003 12:00:00 PM,N,ATCHD,,Ground Water,,Clarity,TURBIDITY,,,3,NTU,U,Quanta Probe,Total
1117557,223824,Groundwater,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/26/2003 12:00:00 PM,N,ATCHD,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.81,Standard units,U,Quanta Probe,Total
1196330,267692,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/21/2003 12:24:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.44,MG/L,U,CALCULATION,Dissolved
1196336,267692,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/21/2003 12:24:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.4,Deg. Celsius,U,SATUROMETER,Total
1125277,228379,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/19/2003 08:10:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.76,Standard units,U,Quanta Probe,Total
1125280,228379,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/19/2003 08:10:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.49,MG/L,U,Quanta Probe,Dissolved
1125279,228379,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/19/2003 08:10:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,5,NTU,U,Quanta Probe,Total
1125278,228379,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/19/2003 08:10:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.55,Deg. Celsius,U,Quanta Probe,Total
1196375,267687,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/15/2003 12:04:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.13,MG/L,U,CALCULATION,Dissolved
1196381,267687,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/15/2003 12:04:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.4,Deg. Celsius,U,SATUROMETER,Total
1108106,218557,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/03/2003 12:00:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.81,Standard units,U,Quanta Probe,Total
1108094,218557,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/03/2003 12:00:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.46,MG/L,U,Quanta Probe,Dissolved
1108091,218557,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/03/2003 12:00:00 PM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,3,NTU,U,Quanta Probe,Total
1108090,218557,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,02/03/2003 12:00:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.9,Deg. Celsius,U,Quanta Probe,Total
1196447,267677,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/31/2003 05:18:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.03,MG/L,U,CALCULATION,Dissolved
1196453,267677,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/31/2003 05:18:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.2,Deg. Celsius,U,SATUROMETER,Total
1117518,223817,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/29/2003 11:00:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,1.8,NTU,U,Quanta Probe,Total
1117519,223817,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/29/2003 11:00:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.19,MG/L,U,Quanta Probe,Dissolved
1117517,223817,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/29/2003 11:00:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.89,Deg. Celsius,U,Quanta Probe,Total
1117516,223817,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/29/2003 11:00:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.74,Standard units,U,Quanta Probe,Total
1196485,267673,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/24/2003 04:08:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,7.1,MG/L,U,CALCULATION,Dissolved
1196490,267673,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/24/2003 04:08:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.1,Deg. Celsius,U,SATUROMETER,Total
1117514,223816,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/15/2003 08:23:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.97,MG/L,U,Quanta Probe,Dissolved
1117512,223816,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/15/2003 08:23:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,1.5,NTU,U,Quanta Probe,Total
1117510,223816,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/15/2003 08:23:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.77,Standard units,U,Quanta Probe,Total
1117511,223816,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/15/2003 08:23:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.89,Deg. Celsius,U,Quanta Probe,Total
1196519,267668,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/10/2003 03:35:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.2,Deg. Celsius,U,SATUROMETER,Total
1103153,214569,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/08/2003 11:00:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20,Deg. Celsius,U,Quanta Probe,Total
1103156,214569,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/08/2003 11:00:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.8,MG/L,U,Quanta Probe,Dissolved
1103154,214569,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/08/2003 11:00:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,3.2,NTU,U,Quanta Probe,Total
1103152,214569,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/08/2003 11:00:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.98,Standard units,U,Quanta Probe,Total
933009,267663,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,01/04/2003 12:12:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.3,Deg. Celsius,U,SATUROMETER,Total
1196596,267659,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/27/2002 04:27:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.3,Deg. Celsius,U,SATUROMETER,Total
1196631,267654,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/20/2002 04:25:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.2,Deg. Celsius,U,SATUROMETER,Total
1117521,223818,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/18/2002 10:30:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.96,Standard units,U,Quanta Probe,Total
1117525,223818,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/18/2002 10:30:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.83,MG/L,U,Quanta Probe,Dissolved
1117523,223818,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/18/2002 10:30:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,2.4,NTU,U,Quanta Probe,Total
1117522,223818,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/18/2002 10:30:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,19.94,Deg. Celsius,U,Quanta Probe,Total
1196668,267649,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/13/2002 04:39:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.2,Deg. Celsius,U,SATUROMETER,Total
932985,267646,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,12/06/2002 04:46:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.6,Deg. Celsius,U,SATUROMETER,Total
1330404,287902,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/29/2002 06:24:00 PM,N,WRE,Main Fissure Spring,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.8,Deg. Celsius,U,SATUROMETER,Total
1330399,287902,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/29/2002 06:24:00 PM,N,WRE,Main Fissure Spring,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.62,MG/L,U,CALCULATION,Dissolved
1196728,267642,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/24/2002 04:08:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.9,Deg. Celsius,U,SATUROMETER,Total
1125273,228378,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/20/2002 09:05:00 AM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,20.11,Deg. Celsius,U,Quanta Probe,Total
1125275,228378,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/20/2002 09:05:00 AM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.94,MG/L,U,Quanta Probe,Dissolved
1125274,228378,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/20/2002 09:05:00 AM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,3,NTU,U,Quanta Probe,Total
1125272,228378,Barton Springs TPDES,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/20/2002 09:05:00 AM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.99,Standard units,U,Quanta Probe,Total
1196783,267634,Barton Springs Salamander,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/15/2002 06:00:00 PM,N,WRE,,Ground Water,,Conventionals,WATER TEMPERATURE,,,21.2,Deg. Celsius,U,SATUROMETER,Total
1101981,209509,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/13/2002 01:35:00 PM,N,WRE,,Ground Water,,Oxygen,DISSOLVED OXYGEN,,,6.53,MG/L,U,Quanta Probe,Dissolved
1101976,209509,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/13/2002 01:35:00 PM,N,WRE,,Ground Water,,Clarity,TURBIDITY,,,2.7,NTU,U,Quanta Probe,Total
1101974,209509,Barton Springs Quarterly,Barton Creek,Spring,35,Barton Spring,30.2635351223695,-97.7709796798271,11/13/2002 01:35:00 PM,N,WRE,,Ground Water,,Alkalinity/Hardness/pH,PH,,,6.92,Standard units,U,Quanta Probe,Total
